,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
8889,35,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,908,1,-1,0,unknown
8976,50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,-1,0,unknown
9011,36,blue-collar,married,secondary,no,1772,no,no,unknown,5,jun,208,1,-1,0,unknown
9025,59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown
9040,59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,910,2,-1,0,unknown
9044,47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,1,-1,0,unknown
9049,58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,1149,2,-1,0,unknown
9069,37,management,single,tertiary,no,240,no,no,unknown,5,jun,1123,1,-1,0,unknown
9087,46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,508,2,-1,0,unknown
9104,43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown
9107,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown
9123,38,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown
9134,53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown
9143,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown
9144,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown
9145,41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,1053,2,-1,0,unknown
9148,29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,562,15,-1,0,unknown
9205,35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown
9209,38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,2,-1,0,unknown
9237,50,technician,married,secondary,no,416,yes,no,unknown,5,jun,494,5,-1,0,unknown
9242,45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown
9265,35,blue-collar,married,secondary,no,860,yes,no,unknown,5,jun,884,4,-1,0,unknown
9319,35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown
9340,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown
9380,26,technician,single,secondary,no,639,yes,no,unknown,6,jun,709,5,-1,0,unknown
9381,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown
9389,37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown
9434,30,admin.,single,secondary,no,223,yes,no,unknown,6,jun,862,11,-1,0,unknown
9441,38,management,single,tertiary,no,619,yes,no,unknown,6,jun,460,4,-1,0,unknown
9442,28,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown
9453,54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown
9476,41,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,554,2,-1,0,unknown
9492,37,services,divorced,secondary,no,319,yes,no,unknown,6,jun,467,3,-1,0,unknown
9499,53,technician,married,secondary,no,480,no,no,unknown,6,jun,648,2,-1,0,unknown
9515,29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,-1,0,unknown
9578,35,management,single,tertiary,no,68,no,no,unknown,6,jun,1085,1,-1,0,unknown
9581,47,admin.,divorced,secondary,no,295,yes,no,unknown,6,jun,94,2,-1,0,unknown
9647,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown
9671,36,self-employed,married,secondary,no,1245,yes,no,unknown,6,jun,1469,9,-1,0,unknown
9691,55,blue-collar,married,unknown,no,7561,no,no,unknown,6,jun,685,3,-1,0,unknown
9774,49,management,divorced,secondary,no,-46,yes,no,unknown,9,jun,1055,10,-1,0,unknown
9799,50,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,-1,0,unknown
9825,43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,-1,0,unknown
9836,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown
9888,38,technician,married,primary,no,217,yes,no,unknown,9,jun,491,6,-1,0,unknown
9900,48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown
9947,59,management,married,secondary,no,1321,no,no,unknown,9,jun,3881,3,-1,0,unknown
9958,38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,-1,0,unknown
9961,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,-1,0,unknown
9986,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,8,-1,0,unknown
9993,36,self-employed,single,tertiary,no,4844,no,no,unknown,9,jun,1137,3,-1,0,unknown
10049,42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,878,3,-1,0,unknown
10053,41,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,-1,0,unknown
10063,42,admin.,married,secondary,no,105,no,no,unknown,11,jun,1159,4,-1,0,unknown
10070,39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,8,-1,0,unknown
10097,57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown
10098,51,retired,married,secondary,no,1435,no,no,unknown,11,jun,587,1,-1,0,unknown
10109,52,retired,married,unknown,no,293,no,no,unknown,11,jun,706,1,-1,0,unknown
10147,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown
10154,56,blue-collar,married,secondary,no,1210,no,no,unknown,11,jun,935,1,-1,0,unknown
10157,49,management,married,tertiary,no,64,no,no,unknown,11,jun,586,1,-1,0,unknown
10164,35,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967,2,-1,0,unknown
10217,36,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595,2,-1,0,unknown
10241,40,admin.,single,tertiary,no,1248,no,no,unknown,11,jun,1290,2,-1,0,unknown
10278,37,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,3,-1,0,unknown
10285,55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,2,-1,0,unknown
10299,58,admin.,married,secondary,no,826,no,no,unknown,12,jun,885,1,-1,0,unknown
10329,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown
10380,47,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown
10403,40,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,-1,0,unknown
10416,35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,1141,6,-1,0,unknown
10417,48,blue-collar,married,secondary,no,1000,yes,no,unknown,12,jun,1268,2,-1,0,unknown
10421,27,admin.,single,secondary,no,18188,yes,no,unknown,12,jun,541,17,-1,0,unknown
10442,48,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,1243,7,-1,0,unknown
10454,24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465,3,-1,0,unknown
10484,49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,-1,0,unknown
10496,36,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686,11,-1,0,unknown
10503,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown
10508,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,-1,0,unknown
10542,42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown
10555,36,services,married,secondary,no,981,no,no,unknown,16,jun,1093,1,-1,0,unknown
10557,36,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395,2,-1,0,unknown
10593,48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1089,1,-1,0,unknown
10614,51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,-1,0,unknown
10664,51,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,-1,0,unknown
10683,46,technician,married,secondary,no,536,yes,no,unknown,16,jun,750,2,-1,0,unknown
10721,37,management,married,tertiary,no,0,no,no,unknown,16,jun,637,6,-1,0,unknown
10726,36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown
10824,47,management,married,secondary,no,2892,no,no,unknown,17,jun,556,1,-1,0,unknown
10871,40,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522,1,-1,0,unknown
10947,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown
10948,38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,-1,0,unknown
10959,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown
10970,40,management,married,secondary,no,106,no,no,unknown,17,jun,676,2,-1,0,unknown
10986,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown
10989,60,management,married,tertiary,no,3301,no,no,unknown,17,jun,2621,3,-1,0,unknown
11115,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,-1,0,unknown
11119,39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown
11127,51,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,-1,0,unknown
11146,27,admin.,married,secondary,no,-97,yes,no,unknown,18,jun,1528,2,-1,0,unknown
11187,41,management,single,tertiary,no,11008,no,no,unknown,18,jun,1540,1,-1,0,unknown
11192,42,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,973,1,-1,0,unknown
11213,35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,1,-1,0,unknown
11251,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown
11252,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown
11254,46,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255,1,-1,0,unknown
11284,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown
11287,31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown
11316,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown
11335,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown
11351,41,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,1574,3,-1,0,unknown
11448,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,4,-1,0,unknown
11450,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown
11470,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown
11507,53,technician,married,secondary,no,1319,no,no,unknown,19,jun,1318,3,-1,0,unknown
11510,55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,-1,0,unknown
11515,39,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,1,-1,0,unknown
11519,36,management,married,tertiary,no,1352,no,no,unknown,19,jun,2028,1,-1,0,unknown
11526,40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,4,-1,0,unknown
11546,59,retired,married,primary,no,1115,no,no,unknown,19,jun,834,1,-1,0,unknown
11590,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown
11617,42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown
11618,45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,-1,0,unknown
11619,41,blue-collar,married,primary,no,246,no,no,unknown,19,jun,683,3,-1,0,unknown
11622,27,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012,1,-1,0,unknown
11631,25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,7,-1,0,unknown
11702,43,unemployed,married,primary,no,519,no,no,unknown,20,jun,973,2,-1,0,unknown
11711,60,retired,married,secondary,no,1690,no,no,unknown,20,jun,1467,4,-1,0,unknown
11715,48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,1,-1,0,unknown
11725,44,services,married,secondary,no,522,no,yes,unknown,20,jun,911,1,-1,0,unknown
11735,26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,7,-1,0,unknown
11739,52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,1,-1,0,unknown
11740,50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,-1,0,unknown
11762,54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown
11777,56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,-1,0,unknown
11781,57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,-1,0,unknown
11819,42,technician,married,tertiary,no,-215,no,no,unknown,20,jun,1573,5,-1,0,unknown
11838,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown
11841,47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,-1,0,unknown
11846,57,management,married,tertiary,no,-92,yes,yes,unknown,20,jun,1617,1,-1,0,unknown
11859,40,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,570,2,-1,0,unknown
11865,38,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,1422,10,-1,0,unknown
11977,46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,3,-1,0,unknown
11985,49,services,divorced,secondary,no,947,no,no,unknown,20,jun,808,2,-1,0,unknown
11996,43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,2,-1,0,unknown
12009,45,management,married,tertiary,no,655,no,no,unknown,20,jun,693,3,-1,0,unknown
12056,24,management,married,secondary,no,867,yes,no,unknown,20,jun,546,10,-1,0,unknown
12089,53,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,-1,0,unknown
12145,40,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,5,-1,0,unknown
12159,38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown
12247,36,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,4,-1,0,unknown
12249,27,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,2,-1,0,unknown
12250,26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown
12260,43,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,2,-1,0,unknown
12276,25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,unknown
12320,27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,-1,0,unknown
12323,30,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,3,-1,0,unknown
12347,28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,-1,0,unknown
12357,27,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,422,6,-1,0,unknown
12359,32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,-1,0,unknown
12447,41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown
12491,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown
12495,27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown
12534,29,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,-1,0,unknown
12564,33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown
12623,36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,-1,0,unknown
12650,29,services,single,primary,no,339,no,no,unknown,4,jul,1576,3,-1,0,unknown
12652,44,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,2,-1,0,unknown
12662,28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,3,-1,0,unknown
12684,49,blue-collar,married,primary,no,-157,yes,no,cellular,7,jul,491,3,-1,0,unknown
12685,55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown
12686,51,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,-1,0,unknown
12718,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown
12727,42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,3,-1,0,unknown
12728,33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,-1,0,unknown
12735,59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,-1,0,unknown
12753,36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,3,-1,0,unknown
12755,45,technician,married,secondary,no,879,no,no,cellular,7,jul,621,2,-1,0,unknown
12758,37,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,2,-1,0,unknown
12764,46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,5,-1,0,unknown
12795,32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,-1,0,unknown
12796,32,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,1,-1,0,unknown
12821,28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,-1,0,unknown
12824,45,admin.,divorced,secondary,no,-176,no,yes,cellular,7,jul,574,1,-1,0,unknown
12862,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,-1,0,unknown
12866,59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,-1,0,unknown
12882,47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,-1,0,unknown
12899,32,admin.,single,secondary,no,212,no,no,cellular,7,jul,830,5,-1,0,unknown
12998,31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,unknown
13057,31,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,4,-1,0,unknown
13066,33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,1,-1,0,unknown
13067,52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown
13083,27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,-1,0,unknown
13104,26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,1,-1,0,unknown
13107,25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,-1,0,unknown
13111,25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,-1,0,unknown
13125,28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown
13146,25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,unknown
13155,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,-1,0,unknown
13164,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown
13174,33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,-1,0,unknown
13177,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,unknown
13186,36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,-1,0,unknown
13201,26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown
13228,31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,1,-1,0,unknown
13260,38,technician,married,secondary,no,0,no,no,cellular,8,jul,635,1,-1,0,unknown
13272,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown
13298,26,admin.,single,secondary,no,102,no,yes,cellular,8,jul,658,2,-1,0,unknown
13302,26,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,4,-1,0,unknown
13317,25,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,2,-1,0,unknown
13395,26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,1,-1,0,unknown
13439,40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,1,-1,0,unknown
13458,52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,-1,0,unknown
13464,37,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,1,-1,0,unknown
13466,43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,1,-1,0,unknown
13467,58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,1,-1,0,unknown
13473,41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,1,-1,0,unknown
13474,49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,1,-1,0,unknown
13480,43,technician,married,secondary,no,-754,yes,yes,cellular,9,jul,727,3,-1,0,unknown
13514,29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,3,-1,0,unknown
13523,35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown
13541,39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown
13545,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown
13638,26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown
13659,32,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,1,-1,0,unknown
13666,33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,4,-1,0,unknown
13669,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,-1,0,unknown
13686,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown
13690,27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,2,-1,0,unknown
13701,30,blue-collar,single,secondary,no,155,yes,yes,cellular,9,jul,1426,3,-1,0,unknown
13721,35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,-1,0,unknown
13731,26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,4,-1,0,unknown
13759,30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,1,-1,0,unknown
13799,45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,-1,0,unknown
